Avg,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
6.564444444444445,31,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,4.0,2.0,2.0,3,3
10.255,26,Yes,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,4.0,4.0,3.0,3,3
9.955,37,No,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,2.0,4.0,2.0,3,3
5.95,42,No,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3.0,2.0,4.0,3,3
6.735277777777778,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,3.0,3.0,3.0,2,3
7.6691666666666665,35,No,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,3.0,2.0,2.0,2,3
7.176388888888889,36,No,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,3.0,3.0,3.0,2,3
7.546388888888889,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,4.0,2.0,3.0,2,3
6.9238888888888885,41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,4.0,2.0,3.0,3,3
6.974444444444444,18,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,4.0,3.0,3.0,3,3
7.191666666666666,28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2.0,1.0,3.0,2,4
7.124444444444444,31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,2.0,4.0,2.0,3,3
7.5875,39,No,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3.0,4.0,2.0,3,4
7.824722222222222,36,No,Non-Travel,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,85780,7.0,21,0,11.0,4,9,0,8,2.0,2.0,3.0,3,4
6.914444444444444,32,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,4.0,3.0,2.0,3,4
6.849166666666667,38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,1.0,2.0,3.0,2,3
10.877222222222223,58,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,4.0,3.0,3.0,2,3
9.064444444444444,31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,Female,3,Research Scientist,Married,99070,0.0,13,1,6.0,3,5,0,3,3.0,4.0,3.0,2,3
6.812222222222222,31,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,1.0,1.0,3.0,3,4
7.2444444444444445,45,No,Travel_Frequently,Research & Development,3,1,Medical,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,1.0,1.0,3.0,3,3
8.602777777777778,31,No,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3.0,4.0,1.0,3,3
6.731388888888889,33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,4.0,2.0,3.0,3,3
10.96111111111111,39,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3.0,1.0,3.0,3,4
7.644722222222223,43,No,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3.0,4.0,3.0,3,3
9.938611111111111,49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3.0,3.0,3.0,3,4
7.8625,52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3.0,2.0,2.0,3,3
10.641944444444444,27,No,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3.0,2.0,2.0,3,4
10.457777777777778,32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,3.0,2.0,3.0,4,3
10.0075,27,No,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4.0,3.0,3.0,4,3
6.601944444444444,31,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,2,Healthcare Representative,Divorced,10810,4.0,11,3,13.0,4,7,1,7,4.0,4.0,3.0,4,3
7.473055555555556,32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,1.0,4.0,2.0,3,3
10.713888888888889,28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,1.0,4.0,2.0,2,3
6.129722222222222,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,4.0,4.0,3.0,3,3
6.556388888888889,31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,3.0,3.0,3.0,2,3
6.033611111111111,39,No,Travel_Frequently,Research & Development,19,4,Medical,Female,1,Research Scientist,Married,20620,1.0,13,0,21.0,4,21,13,3,3.0,4.0,3.0,3,3
9.944444444444445,39,Yes,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4.0,17,1,12.0,0,1,0,0,4.0,3.0,2.0,3,3
7.395,33,No,Travel_Frequently,Sales,4,2,Life Sciences,Male,4,Research Scientist,Single,47880,3.0,11,1,9.0,0,7,0,1,2.0,4.0,2.0,3,3
6.48,47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Healthcare Representative,Married,59060,4.0,23,0,21.0,4,3,1,1,4.0,3.0,3.0,4,4
6.2555555555555555,43,No,Travel_Frequently,Research & Development,14,3,Medical,Female,5,Research Director,Divorced,38860,1.0,17,2,9.0,2,9,0,0,3.0,3.0,4.0,3,3
9.278888888888888,27,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Research Director,Married,168230,0.0,17,0,6.0,3,5,1,4,3.0,2.0,3.0,3,3
6.063055555555556,54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Single,29330,3.0,12,2,20.0,2,4,0,3,4.0,3.0,2.0,3,3
7.180833333333333,43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,2,Manager,Married,65000,8.0,23,0,10.0,3,1,0,0,3.0,1.0,2.0,3,4
7.075277777777778,45,No,Travel_Rarely,Sales,3,1,Marketing,Female,1,Sales Executive,Married,171740,9.0,14,1,12.0,6,10,9,8,4.0,4.0,3.0,3,3
9.8575,40,No,Travel_Rarely,Research & Development,2,4,Other,Male,4,Research Scientist,Married,50330,2.0,14,2,6.0,6,4,0,2,2.0,4.0,2.0,3,3
10.429722222222223,29,Yes,Travel_Rarely,Research & Development,29,3,Medical,Female,1,Research Scientist,Married,23070,1.0,13,1,7.0,0,7,0,7,2.0,1.0,2.0,3,3
6.901666666666666,29,No,Travel_Rarely,Human Resources,8,3,Medical,Male,3,Sales Representative,Single,25870,0.0,22,2,4.0,3,3,2,2,2.0,4.0,3.0,3,4
7.508055555555556,30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,Research Scientist,Divorced,55070,1.0,12,2,10.0,2,10,1,2,4.0,3.0,3.0,2,3
6.081388888888889,27,No,Travel_Rarely,Research & Development,11,2,Medical,Male,1,Manager,Married,43930,1.0,18,1,8.0,2,8,0,7,2.0,2.0,3.0,2,3
5.9302777777777775,37,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480,7.0,14,0,8.0,4,6,0,4,4.0,4.0,2.0,3,3
8.94111111111111,38,No,Travel_Rarely,Research & Development,28,4,Medical,Male,1,Laboratory Technician,Divorced,65830,0.0,12,0,12.0,1,11,2,9,3.0,4.0,3.0,3,3
10.400833333333333,31,No,Travel_Rarely,Research & Development,6,3,Medical,Female,3,Manager,Single,81030,1.0,15,1,11.0,5,11,4,10,3.0,4.0,3.0,3,3
8.3825,29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,3,Sales Executive,Divorced,39780,1.0,11,0,7.0,0,7,1,7,4.0,2.0,3.0,3,3
7.8925,35,No,Travel_Rarely,Sales,16,2,Technical Degree,Male,3,Manager,Single,25440,0.0,13,1,17.0,3,16,0,13,3.0,2.0,3.0,4,3
7.078888888888889,23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990,1.0,23,0,4.0,2,4,0,2,3.0,4.0,2.0,2,4
9.65611111111111,41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,54870,6.0,19,2,8.0,0,5,1,2,4.0,2.0,3.0,3,3
7.777777777777778,47,No,Travel_Frequently,Sales,1,3,Medical,Female,2,Laboratory Technician,Single,68340,3.0,16,1,5.0,2,0,0,0,2.0,3.0,3.0,4,3
6.207222222222223,42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Manager,Single,10910,2.0,22,0,16.0,0,1,0,0,1.0,4.0,3.0,1,4
6.2877777777777775,29,No,Non-Travel,Sales,22,4,Marketing,Male,2,Human Resources,Married,57360,1.0,22,0,4.0,1,4,0,2,4.0,3.0,2.0,2,4
8.780277777777778,42,No,Travel_Rarely,Sales,7,4,Medical,Male,3,Research Scientist,Divorced,22260,0.0,12,1,4.0,3,3,1,0,3.0,3.0,3.0,2,3
7.686111111111111,32,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,57470,1.0,13,0,8.0,0,8,0,7,3.0,2.0,3.0,3,3
7.2780555555555555,48,No,Travel_Rarely,Sales,13,4,Medical,Male,4,Sales Executive,Married,98540,3.0,16,1,15.0,2,0,0,0,1.0,3.0,1.0,2,3
10.800277777777778,37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,Male,2,Manufacturing Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3.0,1.0,3.0,3,3
10.381666666666666,30,No,Non-Travel,Sales,25,4,Other,Male,1,Healthcare Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,4.0,3.0,4.0,3,4
5.967777777777778,26,No,Travel_Rarely,Sales,28,3,Medical,Female,5,Laboratory Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3.0,3.0,3.0,3,3
6.044722222222222,42,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,1.0,4.0,3.0,3,3
8.11111111111111,21,Yes,Travel_Frequently,Research & Development,9,3,Medical,Female,4,Manufacturing Director,Single,178750,1.0,12,0,3.0,5,3,1,2,1.0,2.0,3.0,2,3
7.244166666666667,36,No,Non-Travel,Human Resources,28,3,Human Resources,Male,2,Laboratory Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,4.0,4.0,3.0,1,4
7.115833333333334,36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,Research Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,1.0,4.0,3.0,3,3
6.303888888888889,57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Male,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,4.0,3.0,3.0,1,3
8.09,40,No,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,4.0,3.0,3.0,3,3
7.933888888888889,21,No,Non-Travel,Research & Development,1,5,Life Sciences,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1.0,4.0,2.0,1,3
10.429444444444444,33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,Female,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,4.0,3.0,3.0,1,4
7.938611111111111,37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,3.0,1.0,3.0,4,3
6.066388888888889,46,No,Non-Travel,Sales,2,4,Marketing,Female,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3.0,3.0,4.0,3,3
7.545277777777778,41,Yes,Travel_Frequently,Research & Development,16,1,Medical,Female,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,1.0,2.0,3.0,4,3
6.852222222222222,50,No,Travel_Rarely,Research & Development,9,3,Medical,Female,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,4.0,4.0,3.0,3,3
9.205555555555556,40,Yes,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,3.0,3.0,3.0,2,4
10.772777777777778,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,3.0,2.0,3.0,3,4
5.9286111111111115,21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3
7.796944444444445,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3
7.6725,35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3
6.137777777777778,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,1,Sales Executive,Divorced,23670,2.0,12,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3
7.083055555555555,28,No,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3
7.791944444444445,49,No,Travel_Rarely,Sales,2,3,Technical Degree,Male,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3
7.553888888888889,51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4
5.963333333333333,36,No,Travel_Rarely,Sales,15,2,Life Sciences,Male,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3
9.05888888888889,34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4
8.673055555555555,55,No,Travel_Rarely,Sales,26,3,Marketing,Male,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3
9.940277777777778,24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3
6.849722222222222,30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3
6.961666666666667,26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,Male,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3.0,3.0,3.0,3,3
6.229166666666667,22,No,Travel_Rarely,Research & Development,16,5,Other,Male,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3
6.3197222222222225,36,No,Travel_Rarely,Research & Development,1,3,Medical,Female,5,Healthcare Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3
8.16,30,Yes,Travel_Frequently,Sales,3,2,Marketing,Male,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3
6.410277777777778,37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,Male,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3
6.650833333333333,40,No,Travel_Rarely,Research & Development,6,2,Medical,Male,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3
7.435,42,No,Travel_Rarely,Research & Development,2,3,Medical,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3
9.88861111111111,37,No,Travel_Rarely,Sales,9,1,Marketing,Male,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3
7.366944444444444,43,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3
7.486666666666666,40,No,Travel_Rarely,Sales,6,2,Life Sciences,Female,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3
5.956666666666667,54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Female,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4
6.82,34,No,Non-Travel,Research & Development,28,3,Medical,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4
6.091388888888889,31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3
7.635555555555555,43,No,Travel_Frequently,Sales,14,3,Life Sciences,Female,1,Manufacturing Director,Married,37480,7.0,14,2,10.0,3,3,1,2,4.0,4.0,3.0,2,3
8.805277777777778,43,No,Travel_Rarely,Sales,27,4,Life Sciences,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3
10.849722222222223,25,No,Travel_Rarely,Human Resources,7,2,Human Resources,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3
10.663333333333334,37,No,Non-Travel,Research & Development,1,3,Medical,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4
7.003611111111111,31,No,Travel_Rarely,Research & Development,24,1,Medical,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3
8.9825,39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4
7.38,56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3
7.52,30,No,Travel_Rarely,Sales,5,4,Medical,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3
6.544444444444444,41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3
6.1369444444444445,28,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3
6.433055555555556,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3
8.15,52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4
6.727777777777778,45,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3
